Dia/Sem;Dia;Local;Categoria;Dispositivo;Receita de produto;Receita de frete;Despesa de Frete;Qtd de pedidos;%Margem do produto;
Dom;29/jan;região I;C;2;280.734;2.883;18.580;281;0%;
Seg;30/jan;região I;C;2;302.433;3.762;21.103;266;4%;
Ter;31/jan;região I;C;2;193.927;2.179;12.120;162;9%;
Qua;01/fev;região I;C;2;247.759;3.086;15.349;239;5%;
Qui;02/fev;região I;C;2;233.067;2.899;16.086;246;2%;
Sex;03/fev;região I;C;2;312.986;4.113;22.659;281;3%;
Sáb;04/fev;região I;C;2;142.365;2.171;8.166;96;11%;
Dom;05/fev;região I;C;2;95.510;1.110;6.404;89;10%;
Seg;06/fev;região I;C;2;184.316;2.368;10.981;177;9%;
Ter;07/fev;região I;C;2;206.735;2.624;13.595;212;8%;
Qua;08/fev;região I;C;2;222.248;2.243;13.698;204;10%;
Qui;09/fev;região I;C;2;210.191;2.062;14.750;219;8%;
Sex;10/fev;região I;C;2;204.757;2.286;13.639;200;10%;
Sáb;11/fev;região I;C;2;187.482;2.031;11.588;181;11%;
Dom;12/fev;região I;C;2;169.341;1.836;10.144;162;11%;
Seg;13/fev;região I;C;2;165.273;2.181;10.098;173;12%;
Ter;14/fev;região I;C;2;322.261;4.049;21.467;296;10%;
Qua;15/fev;região I;C;2;493.540;5.687;31.269;431;9%;
Qui;16/fev;região I;C;2;294.710;3.416;18.633;266;8%;
Sex;17/fev;região I;C;2;228.281;3.239;16.046;219;6%;
Sáb;18/fev;região I;C;2;271.519;2.857;17.903;243;8%;
Dom;19/fev;região I;C;2;368.795;3.968;23.050;335;6%;
Seg;20/fev;região I;C;2;276.618;3.080;18.813;273;8%;
Ter;21/fev;região I;C;2;220.689;1.275;14.915;200;7%;
Qua;22/fev;região I;C;2;318.428;496;20.889;277;7%;
Qui;23/fev;região I;C;2;302.649;561;20.255;304;8%;
Sex;24/fev;região I;C;2;360.430;1.201;23.291;385;9%;
Sáb;25/fev;região I;C;2;350.605;518;20.253;331;9%;
Dom;26/fev;região I;C;2;422.192;1.194;27.792;393;9%;
Seg;27/fev;região I;C;2;365.292;746;24.720;370;7%;
Ter;28/fev;região I;C;2;405.238;653;29.609;381;8%;
Qua;01/mar;região I;C;2;569.465;728;37.706;508;9%;
Qui;02/mar;região I;C;2;533.186;525;36.251;474;8%;
Sex;03/mar;região I;C;2;356.171;457;24.227;339;7%;
Sáb;04/mar;região I;C;2;278.714;368;21.933;254;9%;
Dom;05/mar;região I;C;2;299.240;553;19.746;281;7%;
Seg;06/mar;região I;C;2;262.359;268;19.666;231;10%;
Ter;07/mar;região I;C;2;382.669;514;23.806;320;10%;
Qua;08/mar;região I;C;2;358.221;826;24.124;300;10%;
Qui;09/mar;região I;C;2;534.597;387;38.432;497;9%;
Sex;10/mar;região I;C;2;356.608;407;25.834;312;9%;
Sáb;11/mar;região I;C;2;367.751;1.268;25.934;312;10%;
Dom;12/mar;região I;C;2;416.176;1.703;29.970;343;8%;
Seg;13/mar;região I;C;2;650.968;486;55.413;608;4%;
Qui;05/jan;Região II;C;2;59.805;900;2.151;54;8%;
Sex;06/jan;Região II;C;2;19.251;272;683;19;8%;
Sáb;07/jan;Região II;C;2;48.487;581;2.035;46;8%;
Dom;08/jan;Região II;C;2;82.095;1.176;3.145;73;10%;
Seg;09/jan;Região II;C;2;12.257;434;630;15;9%;
Ter;10/jan;Região II;C;2;15.153;281;606;19;9%;
Qua;11/jan;Região II;C;2;78.108;1.144;3.454;77;-1%;
Qui;12/jan;Região II;C;2;56.764;851;2.049;50;6%;
Sex;13/jan;Região II;C;2;41.759;419;1.755;31;7%;
Sáb;14/jan;Região II;C;2;38.472;603;1.763;31;2%;
Dom;15/jan;Região II;C;2;57.715;776;2.022;50;6%;
Seg;16/jan;Região II;C;2;37.511;441;1.191;35;12%;
Ter;17/jan;Região II;C;2;54.380;658;2.078;39;9%;
Qua;18/jan;Região II;C;2;35.689;426;1.206;27;3%;
Qui;19/jan;Região II;C;2;61.057;792;1.900;50;6%;
Sex;20/jan;Região II;C;2;70.079;863;2.172;54;6%;
Sáb;21/jan;Região II;C;2;59.401;700;1.930;50;5%;
Dom;22/jan;Região II;C;2;77.554;841;2.824;54;9%;
Seg;23/jan;Região II;C;2;30.701;520;1.294;31;7%;
Ter;24/jan;Região II;C;2;49.257;621;2.075;42;9%;
Qua;25/jan;Região II;C;2;142.976;1.590;4.383;96;7%;
Qui;26/jan;Região II;C;2;89.891;1.003;3.562;69;4%;
Sex;27/jan;Região II;C;2;76.724;861;2.717;62;8%;
Sáb;28/jan;Região II;C;2;75.217;870;2.971;69;2%;
Dom;29/jan;Região II;C;2;112.349;1.528;4.849;116;3%;
Seg;30/jan;Região II;C;2;87.579;1.246;3.441;81;7%;
Ter;31/jan;Região II;C;2;55.276;676;1.736;42;10%;
Qua;01/fev;Região II;C;2;115.959;1.316;4.685;100;5%;
Qui;02/fev;Região II;C;2;59.493;836;2.319;54;1%;
Sex;03/fev;Região II;C;2;117.166;1.585;4.869;123;1%;
Sáb;04/fev;Região II;C;2;64.301;645;1.981;39;14%;
Dom;05/fev;Região II;C;2;33.718;576;1.442;35;12%;
Seg;06/fev;Região II;C;2;54.819;795;2.112;50;12%;
Ter;07/fev;Região II;C;2;25.724;338;1.166;23;8%;
Qua;08/fev;Região II;C;2;48.243;713;2.171;54;11%;
Qui;09/fev;Região II;C;2;94.780;896;3.659;81;10%;
Sex;10/fev;Região II;C;2;44.039;676;1.793;50;8%;
Sáb;11/fev;Região II;C;2;63.332;974;2.621;65;11%;
Dom;12/fev;Região II;C;2;112.289;1.684;3.994;100;10%;
Seg;13/fev;Região II;C;2;70.633;1.012;3.608;65;11%;
Ter;14/fev;Região II;C;2;114.085;1.791;4.413;123;8%;
Qua;15/fev;Região II;C;2;92.980;1.377;3.921;81;7%;
Qui;16/fev;Região II;C;2;82.914;1.214;3.955;77;9%;
Sex;17/fev;Região II;C;2;137.187;1.647;5.735;123;7%;
Sáb;18/fev;Região II;C;2;67.685;979;2.692;69;6%;
Dom;19/fev;Região II;C;2;80.501;1.321;3.351;96;7%;
Seg;20/fev;Região II;C;2;69.675;1.011;2.515;65;10%;
Ter;21/fev;Região II;C;2;36.349;527;1.693;46;10%;
Qua;22/fev;Região II;C;2;107.590;168;4.691;92;7%;
Qui;23/fev;Região II;C;2;83.403;183;3.579;89;9%;
Sex;24/fev;Região II;C;2;90.600;344;3.894;100;10%;
Sáb;25/fev;Região II;C;2;113.994;155;4.313;104;12%;
Dom;26/fev;Região II;C;2;168.406;99;7.977;142;9%;
Seg;27/fev;Região II;C;2;162.720;112;6.854;135;10%;
Ter;28/fev;Região II;C;2;136.989;54;6.057;127;10%;
Qua;01/mar;Região II;C;2;189.364;264;8.084;139;11%;
Qui;02/mar;Região II;C;2;206.999;274;8.688;166;11%;
Sex;03/mar;Região II;C;2;146.866;111;6.697;135;10%;
Sáb;04/mar;Região II;C;2;105.940;379;3.768;92;6%;
Dom;05/mar;Região II;C;2;96.509;172;4.492;108;9%;
Seg;06/mar;Região II;C;2;96.655;0;3.516;81;9%;
Ter;07/mar;Região II;C;2;164.844;0;6.035;123;10%;
Qua;08/mar;Região II;C;2;173.989;26;6.313;116;11%;
Qui;09/mar;Região II;C;2;174.564;342;6.718;123;11%;
Sex;10/mar;Região II;C;2;151.966;0;5.656;116;11%;
Sáb;11/mar;Região II;C;2;168.840;26;6.462;92;11%;
Dom;12/mar;Região II;C;2;160.388;139;7.243;116;10%;
Seg;13/mar;Região II;C;2;255.707;253;24.268;223;3%;
Qui;05/jan;Região III;C;2;71.614;1.292;6.274;62;-1%;
Sex;06/jan;Região III;C;2;67.325;1.679;6.553;62;10%;
Sáb;07/jan;Região III;C;2;48.663;769;5.800;42;10%;
Dom;08/jan;Região III;C;2;33.703;560;1.936;23;11%;
Seg;09/jan;Região III;C;2;19.046;461;1.343;23;11%;
Ter;10/jan;Região III;C;2;97.957;2.127;9.209;112;2%;
Qua;11/jan;Região III;C;2;69.703;2.359;7.127;69;4%;
Qui;12/jan;Região III;C;2;75.365;2.575;6.767;73;3%;
Sex;13/jan;Região III;C;2;69.297;2.698;6.498;62;0%;
Sáb;14/jan;Região III;C;2;46.500;1.164;4.382;39;4%;
Dom;15/jan;Região III;C;2;63.426;2.780;5.174;50;9%;
Seg;16/jan;Região III;C;2;55.085;1.408;4.889;46;4%;
Ter;17/jan;Região III;C;2;56.001;1.825;6.756;54;5%;
Qua;18/jan;Região III;C;2;89.179;1.779;6.503;85;4%;
Qui;19/jan;Região III;C;2;47.281;1.167;4.104;46;3%;
Sex;20/jan;Região III;C;2;67.563;2.060;6.653;54;6%;
Sáb;21/jan;Região III;C;2;53.200;1.212;5.694;54;-2%;
Dom;22/jan;Região III;C;2;70.039;2.012;8.108;62;4%;
Seg;23/jan;Região III;C;2;57.063;1.511;5.950;58;7%;
Ter;24/jan;Região III;C;2;98.577;2.001;8.377;81;7%;
Qua;25/jan;Região III;C;2;132.596;2.764;10.131;135;2%;
Qui;26/jan;Região III;C;2;122.056;2.350;10.158;96;1%;
Sex;27/jan;Região III;C;2;129.816;2.129;11.007;100;3%;
Sáb;28/jan;Região III;C;2;95.543;2.071;9.277;96;1%;
Dom;29/jan;Região III;C;2;76.312;1.444;6.410;73;-2%;
Seg;30/jan;Região III;C;2;90.335;2.384;7.783;77;3%;
Ter;31/jan;Região III;C;2;63.655;1.785;6.817;62;6%;
Qua;01/fev;Região III;C;2;89.065;1.791;7.369;77;6%;
Qui;02/fev;Região III;C;2;125.191;2.160;9.691;112;2%;
Sex;03/fev;Região III;C;2;160.487;3.587;12.922;146;2%;
Sáb;04/fev;Região III;C;2;61.870;895;3.277;46;9%;
Dom;05/fev;Região III;C;2;48.204;1.315;5.464;54;9%;
Seg;06/fev;Região III;C;2;60.540;1.573;5.013;62;9%;
Ter;07/fev;Região III;C;2;121.587;2.568;7.941;89;11%;
Qua;08/fev;Região III;C;2;89.383;1.793;6.211;77;9%;
Qui;09/fev;Região III;C;2;134.540;2.556;8.242;142;8%;
Sex;10/fev;Região III;C;2;84.433;1.499;7.640;89;8%;
Sáb;11/fev;Região III;C;2;72.122;1.869;7.627;92;7%;
Dom;12/fev;Região III;C;2;94.552;1.905;5.195;85;8%;
Seg;13/fev;Região III;C;2;83.787;1.765;7.331;100;8%;
Ter;14/fev;Região III;C;2;123.392;2.246;9.272;135;4%;
Qua;15/fev;Região III;C;2;145.585;3.480;11.710;150;5%;
Qui;16/fev;Região III;C;2;102.058;1.891;6.535;104;4%;
Sex;17/fev;Região III;C;2;141.491;3.165;10.035;127;5%;
Sáb;18/fev;Região III;C;2;80.576;2.135;8.638;96;4%;
Dom;19/fev;Região III;C;2;87.437;2.118;7.266;100;4%;
Seg;20/fev;Região III;C;2;81.763;2.401;7.156;81;8%;
Ter;21/fev;Região III;C;2;148.450;1.577;9.621;127;8%;
Qua;22/fev;Região III;C;2;219.913;561;20.121;235;6%;
Qui;23/fev;Região III;C;2;194.063;152;15.381;204;9%;
Sex;24/fev;Região III;C;2;207.637;348;18.760;200;10%;
Sáb;25/fev;Região III;C;2;215.589;110;17.145;231;7%;
Dom;26/fev;Região III;C;2;198.939;277;19.083;204;9%;
Seg;27/fev;Região III;C;2;293.938;722;22.817;266;10%;
Ter;28/fev;Região III;C;2;236.037;151;19.914;216;7%;
Qua;01/mar;Região III;C;2;241.517;0;22.096;266;7%;
Qui;02/mar;Região III;C;2;252.650;109;20.101;246;6%;
Sex;03/mar;Região III;C;2;212.568;854;20.995;227;8%;
Sáb;04/mar;Região III;C;2;197.892;151;17.779;193;8%;
Dom;05/mar;Região III;C;2;209.904;110;17.529;208;7%;
Seg;06/mar;Região III;C;2;136.200;40;13.016;139;9%;
Ter;07/mar;Região III;C;2;206.087;440;13.003;158;11%;
Qua;08/mar;Região III;C;2;185.306;264;14.169;177;10%;
Qui;09/mar;Região III;C;2;255.745;496;17.991;212;11%;
Sex;10/mar;Região III;C;2;198.788;0;15.585;166;11%;
Sáb;11/mar;Região III;C;2;133.224;0;10.717;112;11%;
Dom;12/mar;Região III;C;2;217.923;110;17.827;154;10%;
Seg;13/mar;Região III;C;2;364.093;151;40.885;316;4%;
Qui;05/jan;Região IV;C;2;9.736;548;435;8;5%;
Sex;06/jan;Região IV;C;2;0;0;0;0;0%;
Sáb;07/jan;Região IV;C;2;0;0;0;0;0%;
Dom;08/jan;Região IV;C;2;0;0;0;0;0%;
Seg;09/jan;Região IV;C;2;18.473;927;799;15;16%;
Ter;10/jan;Região IV;C;2;9.143;570;348;8;-2%;
Qua;11/jan;Região IV;C;2;2.395;258;305;4;-8%;
Qui;12/jan;Região IV;C;2;22.573;999;793;12;13%;
Sex;13/jan;Região IV;C;2;6.386;267;208;4;1%;
Sáb;14/jan;Região IV;C;2;23.459;957;750;12;3%;
Dom;15/jan;Região IV;C;2;9.938;585;453;8;-3%;
Seg;16/jan;Região IV;C;2;2.922;309;261;4;8%;
Ter;17/jan;Região IV;C;2;14.416;875;659;12;6%;
Qua;18/jan;Região IV;C;2;20.929;1.085;874;15;0%;
Qui;19/jan;Região IV;C;2;12.210;701;533;8;1%;
Sex;20/jan;Região IV;C;2;0;0;0;0;0%;
Sáb;21/jan;Região IV;C;2;17.360;922;726;12;4%;
Dom;22/jan;Região IV;C;2;14.462;792;832;19;7%;
Seg;23/jan;Região IV;C;2;1.457;249;155;4;9%;
Ter;24/jan;Região IV;C;2;8.123;544;808;8;8%;
Qua;25/jan;Região IV;C;2;0;0;0;0;0%;
Qui;26/jan;Região IV;C;2;33.447;1.757;1.331;19;6%;
Sex;27/jan;Região IV;C;2;30.220;1.475;1.175;19;10%;
Sáb;28/jan;Região IV;C;2;2.882;266;217;4;7%;
Dom;29/jan;Região IV;C;2;22.996;866;541;15;15%;
Seg;30/jan;Região IV;C;2;27.383;1.427;1.314;19;8%;
Ter;31/jan;Região IV;C;2;0;0;0;0;0%;
Qua;01/fev;Região IV;C;2;26.347;1.447;1.114;19;10%;
Qui;02/fev;Região IV;C;2;0;0;0;0;0%;
Sex;03/fev;Região IV;C;2;58.258;3.262;2.684;50;5%;
Sáb;04/fev;Região IV;C;2;4.538;288;229;8;-10%;
Dom;05/fev;Região IV;C;2;7.013;480;484;8;8%;
Seg;06/fev;Região IV;C;2;37.696;1.656;1.350;19;17%;
Ter;07/fev;Região IV;C;2;7.408;477;361;12;6%;
Qua;08/fev;Região IV;C;2;23.799;1.197;1.108;23;12%;
Qui;09/fev;Região IV;C;2;14.709;658;551;8;4%;
Sex;10/fev;Região IV;C;2;14.337;925;745;12;11%;
Sáb;11/fev;Região IV;C;2;13.326;890;855;15;12%;
Dom;12/fev;Região IV;C;2;0;0;0;0;0%;
Seg;13/fev;Região IV;C;2;3.783;255;220;4;8%;
Ter;14/fev;Região IV;C;2;41.644;2.078;1.869;31;8%;
Qua;15/fev;Região IV;C;2;8.264;513;443;8;9%;
Qui;16/fev;Região IV;C;2;8.231;545;689;8;10%;
Sex;17/fev;Região IV;C;2;10.682;586;514;8;10%;
Sáb;18/fev;Região IV;C;2;7.492;531;457;8;9%;
Dom;19/fev;Região IV;C;2;28.326;1.375;1.758;19;8%;
Seg;20/fev;Região IV;C;2;21.047;1.260;1.529;15;6%;
Ter;21/fev;Região IV;C;2;15.209;426;1.328;15;7%;
Qua;22/fev;Região IV;C;2;39.076;269;2.415;31;4%;
Qui;23/fev;Região IV;C;2;40.864;0;2.289;27;11%;
Sex;24/fev;Região IV;C;2;49.265;0;2.732;39;9%;
Sáb;25/fev;Região IV;C;2;45.665;0;1.835;31;11%;
Dom;26/fev;Região IV;C;2;54.842;0;2.943;50;7%;
Seg;27/fev;Região IV;C;2;35.464;0;2.151;35;11%;
Ter;28/fev;Região IV;C;2;78.049;0;3.954;62;11%;
Qua;01/mar;Região IV;C;2;138.700;0;6.596;112;10%;
Qui;02/mar;Região IV;C;2;55.875;0;3.132;46;11%;
Sex;03/mar;Região IV;C;2;33.790;0;2.348;39;11%;
Sáb;04/mar;Região IV;C;2;43.576;0;1.620;23;12%;
Dom;05/mar;Região IV;C;2;26.974;400;1.857;23;15%;
Seg;06/mar;Região IV;C;2;0;0;0;0;0%;
Ter;07/mar;Região IV;C;2;40.865;346;1.487;27;5%;
Qua;08/mar;Região IV;C;2;44.329;0;2.144;31;10%;
Qui;09/mar;Região IV;C;2;83.028;422;5.076;62;10%;
Sex;10/mar;Região IV;C;2;50.228;0;2.944;42;11%;
Sáb;11/mar;Região IV;C;2;55.079;0;2.916;42;12%;
Dom;12/mar;Região IV;C;2;50.361;0;2.989;42;9%;
Seg;13/mar;Região IV;C;2;93.199;0;6.472;81;2%;
Qui;05/jan;Região V;C;2;0;0;0;0;0%;
Sex;06/jan;Região V;C;2;9.629;806;687;12;8%;
Sáb;07/jan;Região V;C;2;4.259;409;473;4;13%;
Dom;08/jan;Região V;C;2;0;0;0;0;0%;
Seg;09/jan;Região V;C;2;15.401;1.121;1.045;8;11%;
Ter;10/jan;Região V;C;2;10.789;781;824;8;9%;
Qua;11/jan;Região V;C;2;6.204;630;965;8;0%;
Qui;12/jan;Região V;C;2;0;0;0;0;0%;
Sex;13/jan;Região V;C;2;9.509;769;1.601;8;12%;
Sáb;14/jan;Região V;C;2;15.901;880;1.010;8;0%;
Dom;15/jan;Região V;C;2;0;0;0;0;0%;
Seg;16/jan;Região V;C;2;7.950;622;580;4;-6%;
Ter;17/jan;Região V;C;2;0;0;0;0;0%;
Qua;18/jan;Região V;C;2;0;0;0;0;0%;
Qui;19/jan;Região V;C;2;13.093;1.046;2.310;12;-4%;
Sex;20/jan;Região V;C;2;5.537;341;370;4;11%;
Sáb;21/jan;Região V;C;2;12.008;866;998;8;7%;
Dom;22/jan;Região V;C;2;9.594;443;1.590;4;13%;
Seg;23/jan;Região V;C;2;0;0;0;0;0%;
Ter;24/jan;Região V;C;2;19.839;1.596;1.721;12;11%;
Qua;25/jan;Região V;C;2;7.473;683;1.144;8;7%;
Qui;26/jan;Região V;C;2;9.752;740;1.373;8;-2%;
Sex;27/jan;Região V;C;2;14.471;1.349;1.643;15;-3%;
Sáb;28/jan;Região V;C;2;16.809;1.062;1.002;8;7%;
Dom;29/jan;Região V;C;2;8.913;1.099;1.527;12;5%;
Seg;30/jan;Região V;C;2;39.793;2.868;4.592;27;11%;
Ter;31/jan;Região V;C;2;0;0;0;0;0%;
Qua;01/fev;Região V;C;2;6.167;443;501;4;-3%;
Qui;02/fev;Região V;C;2;13.889;1.039;1.045;8;-1%;
Sex;03/fev;Região V;C;2;10.693;772;779;8;0%;
Sáb;04/fev;Região V;C;2;3.603;321;343;4;4%;
Dom;05/fev;Região V;C;2;2.130;255;518;4;4%;
Seg;06/fev;Região V;C;2;3.372;258;297;4;13%;
Ter;07/fev;Região V;C;2;0;0;0;0;0%;
Qua;08/fev;Região V;C;2;11.157;812;3.223;8;16%;
Qui;09/fev;Região V;C;2;9.578;823;864;8;12%;
Sex;10/fev;Região V;C;2;14.836;1.140;1.438;12;21%;
Sáb;11/fev;Região V;C;2;4.543;363;337;4;11%;
Dom;12/fev;Região V;C;2;10.726;673;778;8;12%;
Seg;13/fev;Região V;C;2;7.270;724;870;8;10%;
Ter;14/fev;Região V;C;2;18.396;1.203;1.230;12;9%;
Qua;15/fev;Região V;C;2;14.048;1.320;1.628;15;8%;
Qui;16/fev;Região V;C;2;6.442;319;1.040;4;15%;
Sex;17/fev;Região V;C;2;20.805;2.021;2.034;19;12%;
Sáb;18/fev;Região V;C;2;3.578;318;785;4;3%;
Dom;19/fev;Região V;C;2;1.985;298;517;4;-5%;
Seg;20/fev;Região V;C;2;6.815;500;409;4;14%;
Ter;21/fev;Região V;C;2;2.089;0;551;4;1%;
Qua;22/fev;Região V;C;2;29.167;380;2.982;27;7%;
Qui;23/fev;Região V;C;2;18.900;0;1.817;23;7%;
Sex;24/fev;Região V;C;2;30.261;0;3.088;27;9%;
Sáb;25/fev;Região V;C;2;55.314;397;5.181;46;13%;
Dom;26/fev;Região V;C;2;43.873;0;4.401;39;12%;
Seg;27/fev;Região V;C;2;74.985;0;8.505;58;10%;
Ter;28/fev;Região V;C;2;62.376;0;4.729;42;10%;
Qua;01/mar;Região V;C;2;35.473;0;3.596;31;9%;
Qui;02/mar;Região V;C;2;61.217;0;5.343;54;10%;
Sex;03/mar;Região V;C;2;74.459;0;7.302;54;9%;
Sáb;04/mar;Região V;C;2;50.593;0;4.630;35;11%;
Dom;05/mar;Região V;C;2;51.807;0;4.806;39;12%;
Seg;06/mar;Região V;C;2;40.816;0;4.324;31;11%;
Ter;07/mar;Região V;C;2;47.907;320;4.243;39;9%;
Qua;08/mar;Região V;C;2;14.762;0;1.927;19;9%;
Qui;09/mar;Região V;C;2;73.851;354;5.043;46;13%;
Sex;10/mar;Região V;C;2;42.077;0;3.140;31;14%;
Sáb;11/mar;Região V;C;2;23.970;0;3.570;27;11%;
Dom;12/mar;Região V;C;2;7.524;0;621;8;13%;
Seg;13/mar;Região V;C;2;72.376;0;8.802;58;5%;
Qui;05/jan;região I;C;3;913.385;10.383;54.749;816;1%;
Sex;06/jan;região I;C;3;545.346;6.194;31.374;501;7%;
Sáb;07/jan;região I;C;3;493.075;6.300;31.262;508;8%;
Dom;08/jan;região I;C;3;517.679;6.525;42.688;551;8%;
Seg;09/jan;região I;C;3;476.421;5.673;30.236;443;6%;
Ter;10/jan;região I;C;3;637.813;8.349;39.320;631;5%;
Qua;11/jan;região I;C;3;844.829;10.355;54.934;843;3%;
Qui;12/jan;região I;C;3;594.313;7.863;39.887;570;4%;
Sex;13/jan;região I;C;3;486.978;5.553;35.400;377;2%;
Sáb;14/jan;região I;C;3;552.686;9.110;33.360;493;6%;
Dom;15/jan;região I;C;3;565.061;8.962;32.584;489;2%;
Seg;16/jan;região I;C;3;570.555;8.502;37.463;558;4%;
Ter;17/jan;região I;C;3;605.256;9.544;42.392;631;5%;
Qua;18/jan;região I;C;3;608.072;8.820;37.701;589;7%;
Qui;19/jan;região I;C;3;720.364;11.470;43.828;712;8%;
Sex;20/jan;região I;C;3;943.273;16.939;66.763;939;6%;
Sáb;21/jan;região I;C;3;754.158;9.487;49.748;747;5%;
Dom;22/jan;região I;C;3;703.888;9.674;44.199;685;9%;
Seg;23/jan;região I;C;3;671.971;9.298;41.284;670;9%;
Ter;24/jan;região I;C;3;1.233.294;14.821;79.365;1036;6%;
Qua;25/jan;região I;C;3;1.037.298;14.386;66.272;939;6%;
Qui;26/jan;região I;C;3;914.319;11.661;57.334;778;5%;
Sex;27/jan;região I;C;3;714.303;9.015;46.434;612;4%;
Sáb;28/jan;região I;C;3;756.716;9.567;48.171;697;4%;
Dom;29/jan;região I;C;3;756.059;9.534;51.071;705;4%;
Seg;30/jan;região I;C;3;713.330;9.161;48.438;728;6%;
Ter;31/jan;região I;C;3;528.547;8.103;34.453;508;8%;
Qua;01/fev;região I;C;3;721.306;8.359;46.693;747;5%;
Qui;02/fev;região I;C;3;721.060;9.232;45.222;770;5%;
Sex;03/fev;região I;C;3;764.182;8.388;53.087;797;4%;
Sáb;04/fev;região I;C;3;424.608;5.476;27.143;366;10%;
Dom;05/fev;região I;C;3;502.602;6.205;33.077;450;11%;
Seg;06/fev;região I;C;3;595.664;7.354;49.045;608;10%;
Ter;07/fev;região I;C;3;496.934;6.028;35.113;512;9%;
Qua;08/fev;região I;C;3;651.378;7.530;46.569;658;9%;
Qui;09/fev;região I;C;3;954.929;8.866;69.071;932;11%;
Sex;10/fev;região I;C;3;587.439;7.336;37.335;628;10%;
Sáb;11/fev;região I;C;3;646.545;8.833;41.809;643;10%;
Dom;12/fev;região I;C;3;828.940;8.795;51.638;762;11%;
Seg;13/fev;região I;C;3;593.825;8.295;42.638;639;11%;
Ter;14/fev;região I;C;3;864.410;10.949;54.207;943;9%;
Qua;15/fev;região I;C;3;1.103.098;13.673;79.480;1078;9%;
Qui;16/fev;região I;C;3;922.835;12.116;66.423;878;9%;
Sex;17/fev;região I;C;3;845.771;10.036;59.764;859;7%;
Sáb;18/fev;região I;C;3;906.629;11.232;59.671;886;9%;
Dom;19/fev;região I;C;3;932.994;11.210;63.465;897;8%;
Seg;20/fev;região I;C;3;780.795;10.546;58.067;828;8%;
Ter;21/fev;região I;C;3;769.591;9.283;54.334;743;8%;
Qua;22/fev;região I;C;3;679.548;8.610;46.338;662;7%;
Qui;23/fev;região I;C;3;536.613;6.823;37.250;543;8%;
Sex;24/fev;região I;C;3;566.538;8.395;38.899;604;8%;
Sáb;25/fev;região I;C;3;630.487;7.664;43.482;651;10%;
Dom;26/fev;região I;C;3;587.474;7.129;41.037;612;9%;
Seg;27/fev;região I;C;3;569.747;7.545;40.559;597;9%;
Ter;28/fev;região I;C;3;629.858;7.093;42.582;608;10%;
Qua;01/mar;região I;C;3;828.984;9.870;55.801;735;8%;
Qui;02/mar;região I;C;3;787.339;9.815;53.743;816;8%;
Sex;03/mar;região I;C;3;529.011;6.109;34.326;508;10%;
Sáb;04/mar;região I;C;3;506.897;5.920;33.879;481;9%;
Dom;05/mar;região I;C;3;484.898;6.332;32.983;458;10%;
Seg;06/mar;região I;C;3;288.500;3.690;19.880;250;12%;
Ter;07/mar;região I;C;3;598.576;7.110;42.021;508;10%;
Qua;08/mar;região I;C;3;523.869;6.428;36.538;462;8%;
Qui;09/mar;região I;C;3;732.379;9.160;50.103;631;9%;
Sex;10/mar;região I;C;3;579.035;7.079;43.807;481;10%;
Sáb;11/mar;região I;C;3;630.245;8.202;41.427;574;11%;
Dom;12/mar;região I;C;3;794.242;10.488;56.150;643;9%;
Seg;13/mar;região I;C;3;1.023.059;11.638;90.940;928;4%;
Qui;05/jan;Região II;C;3;227.895;3.206;8.227;208;3%;
Sex;06/jan;Região II;C;3;147.790;2.151;5.060;127;10%;
Sáb;07/jan;Região II;C;3;133.295;1.788;4.764;127;9%;
Dom;08/jan;Região II;C;3;177.073;2.697;6.399;173;10%;
Seg;09/jan;Região II;C;3;98.281;1.477;3.462;85;13%;
Ter;10/jan;Região II;C;3;181.159;2.662;6.727;177;8%;
Qua;11/jan;Região II;C;3;233.081;3.563;8.477;219;6%;
Qui;12/jan;Região II;C;3;280.141;4.279;9.598;250;3%;
Sex;13/jan;Região II;C;3;173.571;2.644;5.810;150;3%;
Sáb;14/jan;Região II;C;3;145.372;2.032;4.984;139;5%;
Dom;15/jan;Região II;C;3;233.674;3.710;8.299;216;7%;
Seg;16/jan;Região II;C;3;171.782;2.533;6.221;177;7%;
Ter;17/jan;Região II;C;3;168.579;2.519;6.064;146;6%;
Qua;18/jan;Região II;C;3;257.139;3.779;8.671;235;5%;
Qui;19/jan;Região II;C;3;204.114;2.886;6.965;185;5%;
Sex;20/jan;Região II;C;3;251.180;3.522;9.113;223;6%;
Sáb;21/jan;Região II;C;3;243.531;3.551;8.717;235;7%;
Dom;22/jan;Região II;C;3;223.695;3.350;7.979;208;9%;
Seg;23/jan;Região II;C;3;199.238;2.973;7.466;200;9%;
Ter;24/jan;Região II;C;3;366.129;3.971;12.853;277;8%;
Qua;25/jan;Região II;C;3;363.156;4.780;13.025;316;9%;
Qui;26/jan;Região II;C;3;257.332;3.333;9.056;208;8%;
Sex;27/jan;Região II;C;3;244.692;3.164;9.655;258;4%;
Sáb;28/jan;Região II;C;3;203.120;2.448;7.924;162;6%;
Dom;29/jan;Região II;C;3;217.826;2.831;8.247;204;7%;
Seg;30/jan;Região II;C;3;218.556;3.027;8.352;223;8%;
Ter;31/jan;Região II;C;3;158.104;2.489;5.864;158;8%;
Qua;01/fev;Região II;C;3;185.581;2.909;7.228;208;4%;
Qui;02/fev;Região II;C;3;180.552;1.940;6.276;154;9%;
